Project,Location,Grid,Waypoint,Site,Frame,Time,Period,Ptime,OpCode,Reader,Family,Genus,Species,Species_sp,Full_name,Common_name,Code,MaxN,Has_fed,Frame_in,Frame_out,Start,End,Duration,Movie,Lat,Lon
NERP 2012,Oceanic Shoals,2,WP66,66,42958,28.6387,3H,27.6767,WP66,Phil,Carcharhinidae,Carcharhinus,limbatus/sorrah/amblyrhynchoides,,Carcharhinus limbatus/sorrah/amblyrhynchoides,Blacktip/spottail/graceful complex,37018013,1,No,479,267840,0.32,178.56,178.24,178.57,-11.865083,127.057283
NERP 2012,Oceanic Shoals,2,WP67,67,173692,115.7947,3H,112.4053,WP67,Phil,Carangidae,Seriolina,nigrofasciata,,Seriolina nigrofasciata,Blackbanded trevally,37337014,2,No,4258,258247,2.84,172.16,169.33,172.17,-11.861833,127.045783
NERP 2012,Oceanic Shoals,2,WP67,67,138074,92.0493,3H,88.66,WP67,Phil,Monacanthidae,Aluterus,monoceros,,Aluterus monoceros,Unicorn leatherjacket,37465022,1,No,4258,258247,2.84,172.16,169.33,172.17,-11.861833,127.045783
NERP 2012,Oceanic Shoals,2,WP68,68,64629,43.086,3H,42.232,WP68,Phil,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,11,No,588,204443,0.39,136.3,135.9,136.3,-11.873733,127.046383
NERP 2012,Oceanic Shoals,2,WP68,68,29395,19.5967,3H,18.7427,WP68,Phil,Cheloniidae,Lepidochelys,olivacea,,Lepidochelys olivacea,Olive ridley turtle,1014,1,No,588,204443,0.39,136.3,135.9,136.3,-11.873733,127.046383
NERP 2012,Oceanic Shoals,2,WP68,68,139973,93.3153,3H,92.4613,WP68,Phil,Echeneidae,Echeneis,naucrates,,Echeneis naucrates,Sharksucker,37336001,1,Yes,588,204443,0.39,136.3,135.9,136.3,-11.873733,127.046383
NERP 2012,Oceanic Shoals,2,WP68,68,82996,55.3307,3H,54.4767,WP68,Phil,Monacanthidae,Aluterus,monoceros,,Aluterus monoceros,Unicorn leatherjacket,37465022,1,No,588,204443,0.39,136.3,135.9,136.3,-11.873733,127.046383
NERP 2012,Oceanic Shoals,2,WP69,69,189246,126.164,3H,125.386,WP69,Phil,Echeneidae,Echeneis,naucrates,,Echeneis naucrates,Sharksucker,37336001,1,No,487,269917,0.32,179.94,179.62,179.95,-11.870383,127.037566
NERP 2012,Oceanic Shoals,2,WP69,69,216582,144.388,3H,143.61,WP69,Phil,Monacanthidae,Aluterus,monoceros,,Aluterus monoceros,Unicorn leatherjacket,37465022,1,No,487,269917,0.32,179.94,179.62,179.95,-11.870383,127.037566
NERP 2012,Oceanic Shoals,2,WP69,69,166412,110.9413,3H,110.1633,WP69,Phil,Sphyrnidae,Sphyrna,lewini,,Sphyrna lewini,Scalloped hammerhead,37019001,1,No,487,269917,0.32,179.94,179.62,179.95,-11.870383,127.037566
NERP 2012,Oceanic Shoals,2,WP70,70,98544,65.696,3H,64.984,WP70,Phil,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,4,No,552,251963,0.37,167.98,167.61,167.97,-11.86755,127.024233
NERP 2012,Oceanic Shoals,2,WP70,70,96524,64.3493,3H,63.6373,WP70,Phil,Carcharhinidae,Carcharhinus,limbatus/sorrah/amblyrhynchoides,,Carcharhinus limbatus/sorrah/amblyrhynchoides,Blacktip/spottail/graceful complex,37018039,1,No,552,251963,0.37,167.98,167.61,167.97,-11.86755,127.024233
NERP 2012,Oceanic Shoals,2,WP70,70,215160,143.44,3H,142.728,WP70,Phil,Carcharhinidae,Carcharhinus,sp1,sp,Carcharhinus sp,Requiem sharks,,1,No,552,251963,0.37,167.98,167.61,167.97,-11.86755,127.024233
NERP 2012,Oceanic Shoals,2,WP70,70,136725,91.15,3H,90.438,WP70,Phil,Monacanthidae,Aluterus,monoceros,,Aluterus monoceros,Unicorn leatherjacket,37465022,1,No,552,251963,0.37,167.98,167.61,167.97,-11.86755,127.024233
NERP 2012,Oceanic Shoals,2,WP111,111,43014,28.676,3H,24.1273,WP111,Phil,Sphyrnidae,Sphyrna,lewini,,Sphyrna lewini,Scalloped hammerhead,37019001,1,No,5966,147201,3.98,98.13,94.16,98.65,-11.865599,127.10875
NERP 2012,Oceanic Shoals,2,WP112,112,105351,70.234,3H,66.2847,WP112,Phil,Carangidae,Atule,mate,,Atule mate,Yellowtail scad,37337024,1,No,5264,152379,3.51,101.59,98.08,102.2,-11.865333,127.095033
NERP 2012,Oceanic Shoals,2,WP112,112,116626,77.7507,3H,73.8013,WP112,Phil,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,3,No,5264,152379,3.51,101.59,98.08,102.2,-11.865333,127.095033
NERP 2012,Oceanic Shoals,2,WP112,112,132672,88.448,3H,84.4987,WP112,Phil,Carangidae,Seriolina,nigrofasciata,,Seriolina nigrofasciata,Blackbanded trevally,37337014,4,No,5264,152379,3.51,101.59,98.08,102.2,-11.865333,127.095033
NERP 2012,Oceanic Shoals,2,WP113,113,53366,35.5773,3H,30.964,WP113,Phil,Scombridae,Scomberomorus,commerson/semifasciatus,,Scomberomorus commerson/semifasciatus,Narrow/broad-barred Spanish mackerel,37441007,1,No,6003,177235,4,118.16,114.15,118.93,-11.8757,127.09
NERP 2012,Oceanic Shoals,2,WP114,114,127539,85.026,3H,84.058,WP114,Phil,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,44,No,913,149372,0.61,99.58,98.97,100.72,-11.874466,127.083583
NERP 2012,Oceanic Shoals,2,WP114,114,127267,84.8447,3H,83.8767,WP114,Phil,Cheloniidae,Lepidochelys,olivacea,,Lepidochelys olivacea,Olive ridley turtle,1014,1,No,913,149372,0.61,99.58,98.97,100.72,-11.874466,127.083583
NERP 2012,Oceanic Shoals,2,WP115,115,178323,118.882,3H,116.7087,WP115,Phil,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,4,No,1904,178742,1.27,119.16,117.89,119.55,-11.88115,127.08315
NERP 2012,Oceanic Shoals,2,WP115,115,160487,106.9913,3H,104.818,WP115,Phil,Carcharhinidae,Carcharhinus,sp1,sp,Carcharhinus sp,Requiem sharks,,1,No,1904,178742,1.27,119.16,117.89,119.55,-11.88115,127.08315
NERP 2012,Oceanic Shoals,2,WP116,116,159174,106.116,3H,103.854,WP116,Phil,Monacanthidae,Aluterus,monoceros,,Aluterus monoceros,Unicorn leatherjacket,37465022,1,No,1613,182736,1.08,121.82,120.75,123.47,-11.886316,127.078866
NERP 2012,Oceanic Shoals,2,WP117,117,52407,34.938,3H,32.276,WP117,Phil,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,17,No,3250,188805,2.17,125.87,123.7,126.9,-11.887083,127.068616
NERP 2012,Oceanic Shoals,2,WP118,118,35029,23.3527,3H,21.0047,WP118,Fernando,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,2,No,2853,192722,1.9,128.48,126.58,130.22,-11.882116,127.063766
NERP 2012,Oceanic Shoals,2,WP118,118,154512,103.008,3H,100.66,WP118,Fernando,Rachycentridae,Rachycentron,canadum,,Rachycentron canadum,Cobia,37335001,2,No,2853,192722,1.9,128.48,126.58,130.22,-11.882116,127.063766
NERP 2012,Oceanic Shoals,2,WP120,120,202648,135.0987,3H,132.608,WP120,Fernando,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,9,No,2500,203939,1.67,135.96,134.29,155.42,-11.885266,127.050066
NERP 2012,Oceanic Shoals,2,WP120,120,183634,122.4227,3H,119.932,WP120,Fernando,Monacanthidae,Aluterus,monoceros,,Aluterus monoceros,Unicorn leatherjacket,37465022,1,No,2500,203939,1.67,135.96,134.29,155.42,-11.885266,127.050066
NERP 2012,Oceanic Shoals,3,WP71,71,,,3H,,WP71,Lloyd,,,,,,,,,,3673,308907,2.45,205.94,203.49,205.93,-11.4463,126.910916
NERP 2012,Oceanic Shoals,3,WP72,72,151614,101.076,3H,99.8767,WP72,Lloyd,Carangidae,Seriolina,nigrofasciata,,Seriolina nigrofasciata,Blackbanded trevally,37337014,1,No,854,313286,0.57,208.86,208.29,208.87,-11.447966,126.92035
NERP 2012,Oceanic Shoals,3,WP72,72,244099,162.7327,3H,161.5333,WP72,Lloyd,Monacanthidae,Aluterus,monoceros,,Aluterus monoceros,Unicorn leatherjacket,37465022,1,No,854,313286,0.57,208.86,208.29,208.87,-11.447966,126.92035
NERP 2012,Oceanic Shoals,3,WP73,73,274256,182.8373,3H+,NA,WP73,Lloyd,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,2,No,1179,305352,0.79,203.57,202.78,203.57,-11.446666,126.9281
NERP 2012,Oceanic Shoals,3,WP73,73,137682,91.788,3H,90.3207,WP73,Lloyd,Monacanthidae,,sp1,sp,Monacanthidae sp,Leatherjackets,,1,No,1179,305352,0.79,203.57,202.78,203.57,-11.446666,126.9281
NERP 2012,Oceanic Shoals,3,WP74,74,258853,172.5687,3H,168.6347,WP74,Lloyd,Carangidae,Atule,mate,,Atule mate,Yellowtail scad,37337024,1,No,4125,302742,2.75,201.83,199.08,201.83,-11.448733,126.9411
NERP 2012,Oceanic Shoals,3,WP75,75,111810,74.54,3H,73.1633,WP75,Lloyd,Carangidae,,sp3,sp,Carangidae sp,Jacks and trevallies,,1,No,1424,297052,0.95,198.03,197.09,198.03,-11.439083,126.944633
NERP 2012,Oceanic Shoals,3,WP75,75,148701,99.134,3H,97.7573,WP75,Lloyd,Carangidae,Seriolina,nigrofasciata,,Seriolina nigrofasciata,Blackbanded trevally,37337014,2,No,1424,297052,0.95,198.03,197.09,198.03,-11.439083,126.944633
NERP 2012,Oceanic Shoals,3,WP75,75,178587,119.058,3H,117.6813,WP75,Lloyd,Carcharhinidae,Carcharhinus,limbatus/sorrah/amblyrhynchoides,,Carcharhinus limbatus/sorrah/amblyrhynchoides,Blacktip/spottail/graceful complex,37018013,1,No,1424,297052,0.95,198.03,197.09,198.03,-11.439083,126.944633
NERP 2012,Oceanic Shoals,3,WP75,75,282890,188.5933,3H+,NA,WP75,Lloyd,Echeneidae,Echeneis,naucrates,,Echeneis naucrates,Sharksucker,37336001,2,No,1424,297052,0.95,198.03,197.09,198.03,-11.439083,126.944633
NERP 2012,Oceanic Shoals,3,WP75,75,232406,154.9373,3H,153.5607,WP75,Lloyd,Monacanthidae,Aluterus,monoceros,,Aluterus monoceros,Unicorn leatherjacket,37465022,1,No,1424,297052,0.95,198.03,197.09,198.03,-11.439083,126.944633
NERP 2012,Oceanic Shoals,3,WP76,76,10816,7.2107,3H,5.7553,WP76,Lloyd,Monacanthidae,Pseudomonacanthus,peroni,,Pseudomonacanthus peroni,Pot-bellied leatherjacket,37465020,1,No,1562,287767,1.04,191.84,190.8,191.85,-11.431499,126.942333
NERP 2012,Oceanic Shoals,3,WP77,77,102389,68.2593,3H,64.6453,WP77,Lloyd,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,2,No,4602,295798,3.07,197.2,194.13,197.2,-11.419483,126.938016
NERP 2012,Oceanic Shoals,3,WP77,77,120846,80.564,3H,76.95,WP77,Lloyd,Echeneidae,Echeneis,naucrates,,Echeneis naucrates,Sharksucker,37336001,2,No,4602,295798,3.07,197.2,194.13,197.2,-11.419483,126.938016
NERP 2012,Oceanic Shoals,3,WP77,77,20480,13.6533,3H,10.0393,WP77,Lloyd,Scombridae,Acanthocybium,solandri,,Acanthocybium solandri,Wahoo,37441024,1,No,4602,295798,3.07,197.2,194.13,197.2,-11.419483,126.938016
NERP 2012,Oceanic Shoals,3,WP77,77,52628,35.0853,3H,31.4713,WP77,Lloyd,Sphyraenidae,Sphyraena,barracuda,,Sphyraena barracuda,Great barracuda,37382008,1,No,4602,295798,3.07,197.2,194.13,197.2,-11.419483,126.938016
NERP 2012,Oceanic Shoals,3,WP77,77,102534,68.356,3H,64.742,WP77,Lloyd,Sphyrnidae,Sphyrna,mokarran,,Sphyrna mokarran,Great hammerhead,37019002,1,No,4602,295798,3.07,197.2,194.13,197.2,-11.419483,126.938016
NERP 2012,Oceanic Shoals,3,WP78,78,131115,87.41,3H,85.076,WP78,Lloyd,Carangidae,Alectis,ciliaris,,Alectis ciliaris,African pompano,37337018,1,No,1274,304752,0.85,203.17,202.32,203.17,-11.417216,126.930516
NERP 2012,Oceanic Shoals,3,WP78,78,203426,135.6173,3H,133.2833,WP78,Lloyd,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,1,No,1274,304752,0.85,203.17,202.32,203.17,-11.417216,126.930516
NERP 2012,Oceanic Shoals,3,WP78,78,203426,135.6173,3H,133.2833,WP78,Lloyd,Carcharhinidae,Carcharhinus,limbatus/sorrah/amblyrhynchoides,,Carcharhinus limbatus/sorrah/amblyrhynchoides,Blacktip/spottail/graceful complex,37018039,1,No,1274,304752,0.85,203.17,202.32,203.17,-11.417216,126.930516
NERP 2012,Oceanic Shoals,3,WP78,78,83022,55.348,3H,53.014,WP78,Lloyd,Carcharhinidae,Carcharhinus,sp1,sp,Carcharhinus sp,Requiem sharks,,1,No,1274,304752,0.85,203.17,202.32,203.17,-11.417216,126.930516
NERP 2012,Oceanic Shoals,3,WP78,78,249652,166.4347,3H,164.1007,WP78,Lloyd,Monacanthidae,,sp1,sp,Monacanthidae sp,Leatherjackets,,1,No,1274,304752,0.85,203.17,202.32,203.17,-11.417216,126.930516
NERP 2012,Oceanic Shoals,3,WP78,78,279088,186.0587,3H+,NA,WP78,Lloyd,Monacanthidae,Aluterus,monoceros,,Aluterus monoceros,Unicorn leatherjacket,37465022,1,No,1274,304752,0.85,203.17,202.32,203.17,-11.417216,126.930516
NERP 2012,Oceanic Shoals,3,WP79,79,159481,106.3207,3H,103.6533,WP79,Lloyd,Carangidae,Seriolina,nigrofasciata,,Seriolina nigrofasciata,Blackbanded trevally,37337014,1,No,2306,327852,1.54,218.57,217.03,218.57,-11.423483,126.927016
NERP 2012,Oceanic Shoals,3,WP80,80,161151,107.434,3H,103.512,WP80,Luciana,Carangidae,,sp3,sp,Carangidae sp,Jacks and trevallies,,1,No,5319,303582,3.55,202.39,198.84,202.38,-11.434366,126.926766
NERP 2012,Oceanic Shoals,3,WP80,80,260995,173.9967,3H,170.0747,WP80,Luciana,Monacanthidae,Paramonacanthus,filicauda,,Paramonacanthus filicauda,Threadfin leatherjacket,37465024,1,No,5319,303582,3.55,202.39,198.84,202.38,-11.434366,126.926766
NERP 2012,Oceanic Shoals,3,WP81,81,113774,75.8493,3H,75.128,WP81,Luciana,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,1,No,673,310977,0.45,207.32,206.87,207.32,-11.44925,126.966333
NERP 2012,Oceanic Shoals,3,WP81,81,39356,26.2373,3H,25.516,WP81,Luciana,Carcharhinidae,Carcharhinus,limbatus/sorrah/amblyrhynchoides,,Carcharhinus limbatus/sorrah/amblyrhynchoides,Blacktip/spottail/graceful complex,37018039,1,No,673,310977,0.45,207.32,206.87,207.32,-11.44925,126.966333
NERP 2012,Oceanic Shoals,3,WP81,81,177388,118.2587,3H,117.5373,WP81,Luciana,Monacanthidae,Aluterus,monoceros,,Aluterus monoceros,Unicorn leatherjacket,37465022,1,No,673,310977,0.45,207.32,206.87,207.32,-11.44925,126.966333
NERP 2012,Oceanic Shoals,3,WP81,81,269239,179.4927,3H,178.7713,WP81,Luciana,Monacanthidae,Paramonacanthus,filicauda,,Paramonacanthus filicauda,Threadfin leatherjacket,37465024,1,No,673,310977,0.45,207.32,206.87,207.32,-11.44925,126.966333
NERP 2012,Oceanic Shoals,3,WP82,82,12579,8.386,3H,2.986,WP82,Fernando,Carangidae,Seriolina,nigrofasciata,,Seriolina nigrofasciata,Blackbanded trevally,37337014,1,No,6783,318997,4.52,212.66,208.14,212.67,-11.445449,126.950116
NERP 2012,Oceanic Shoals,3,WP82,82,296408,197.6053,3H+,NA,WP82,Fernando,Monacanthidae,,sp1,sp,Monacanthidae sp,Leatherjackets,,1,No,6783,318997,4.52,212.66,208.14,212.67,-11.445449,126.950116
NERP 2012,Oceanic Shoals,3,WP82,82,77385,51.59,3H,46.19,WP82,Fernando,Monacanthidae,Aluterus,monoceros,,Aluterus monoceros,Unicorn leatherjacket,37465022,1,No,6783,318997,4.52,212.66,208.14,212.67,-11.445449,126.950116
NERP 2012,Oceanic Shoals,3,WP82,82,144148,96.0987,3H,90.6987,WP82,Fernando,Sphyrnidae,Sphyrna,lewini,,Sphyrna lewini,Scalloped hammerhead,37019001,1,No,6783,318997,4.52,212.66,208.14,212.67,-11.445449,126.950116
NERP 2012,Oceanic Shoals,3,WP83,83,235475,156.9833,3H,155.692,WP83,Fernando,Monacanthidae,,sp1,sp,Monacanthidae sp,Leatherjackets,,1,No,1398,308007,0.93,205.34,204.41,205.33,-11.4373,126.950466
NERP 2012,Oceanic Shoals,3,WP84,84,198000,132,3H,130.9993,WP84,Lloyd,Carangidae,,sp4,sp,Carangidae sp,Jacks and trevallies,,1,No,463,294552,0.31,196.37,196.06,196.37,-11.431833,126.952066
NERP 2012,Oceanic Shoals,3,WP84,84,187613,125.0753,3H,124.0747,WP84,Lloyd,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,2,No,463,294552,0.31,196.37,196.06,196.37,-11.431833,126.952066
NERP 2012,Oceanic Shoals,3,WP84,84,220298,146.8653,3H,145.8647,WP84,Lloyd,Monacanthidae,,sp1,sp,Monacanthidae sp,Leatherjackets,,2,No,463,294552,0.31,196.37,196.06,196.37,-11.431833,126.952066
NERP 2012,Oceanic Shoals,3,WP85,85,262933,175.2887,3H,172.6213,WP85,Lloyd,Carangidae,,sp3,sp,Carangidae sp,Jacks and trevallies,,1,No,2768,296907,1.85,197.94,196.09,197.93,-11.425916,126.95905
NERP 2012,Oceanic Shoals,3,WP85,85,226001,150.6673,3H,148,WP85,Lloyd,Carangidae,Atule,mate,,Atule mate,Yellowtail scad,37337024,1,No,2768,296907,1.85,197.94,196.09,197.93,-11.425916,126.95905
NERP 2012,Oceanic Shoals,3,WP85,85,291889,194.5927,3H+,NA,WP85,Lloyd,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,1,No,2768,296907,1.85,197.94,196.09,197.93,-11.425916,126.95905
NERP 2012,Oceanic Shoals,3,WP85,85,255657,170.438,3H,167.7707,WP85,Lloyd,Nomeidae,Psenes,sp,,Psenes sp,Driftfish,37337007,1,No,2768,296907,1.85,197.94,196.09,197.93,-11.425916,126.95905
NERP 2012,Oceanic Shoals,3,WP85,85,262703,175.1353,3H,172.468,WP85,Lloyd,Monacanthidae,Aluterus,monoceros,,Aluterus monoceros,Unicorn leatherjacket,37465022,1,No,2768,296907,1.85,197.94,196.09,197.93,-11.425916,126.95905
NERP 2012,Oceanic Shoals,3,WP86,86,242106,161.404,3H,159.4,WP86,Suzie,Carangidae,,sp5,sp,Carangidae sp,Jacks and trevallies,,4,No,2209,288727,1.47,192.48,191.01,192.48,-11.432866,126.960516
NERP 2012,Oceanic Shoals,3,WP86,86,286090,190.7267,3H+,NA,WP86,Suzie,Carangidae,Atule,mate,,Atule mate,Yellowtail scad,37337024,1,No,2209,288727,1.47,192.48,191.01,192.48,-11.432866,126.960516
NERP 2012,Oceanic Shoals,3,WP86,86,196522,131.0147,3H,129.0107,WP86,Suzie,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,4,No,2209,288727,1.47,192.48,191.01,192.48,-11.432866,126.960516
NERP 2012,Oceanic Shoals,3,WP86,86,124450,82.9667,3H,80.9627,WP86,Suzie,Carcharhinidae,Carcharhinus,limbatus/sorrah/amblyrhynchoides,,Carcharhinus limbatus/sorrah/amblyrhynchoides,Blacktip/spottail/graceful complex,37018039,1,No,2209,288727,1.47,192.48,191.01,192.48,-11.432866,126.960516
NERP 2012,Oceanic Shoals,3,WP86,86,223550,149.0333,3H,147.0293,WP86,Suzie,Monacanthidae,Paramonacanthus,filicauda,,Paramonacanthus filicauda,Threadfin leatherjacket,37465024,7,No,2209,288727,1.47,192.48,191.01,192.48,-11.432866,126.960516
NERP 2012,Oceanic Shoals,3,WP87,87,35719,23.8127,3H,20.776,WP87,Suzie,Carangidae,Seriolina,nigrofasciata,,Seriolina nigrofasciata,Blackbanded trevally,37337014,1,No,3955,285582,2.64,190.39,187.75,190.38,-11.43695,126.970683
NERP 2012,Oceanic Shoals,3,WP87,87,19352,12.9013,3H,9.8647,WP87,Suzie,Carcharhinidae,Carcharhinus,limbatus/sorrah/amblyrhynchoides,,Carcharhinus limbatus/sorrah/amblyrhynchoides,Blacktip/spottail/graceful complex,37018039,1,No,3955,285582,2.64,190.39,187.75,190.38,-11.43695,126.970683
NERP 2012,Oceanic Shoals,3,WP87,87,269467,179.6447,3H,176.608,WP87,Suzie,Monacanthidae,Aluterus,monoceros,,Aluterus monoceros,Unicorn leatherjacket,37465022,6,No,3955,285582,2.64,190.39,187.75,190.38,-11.43695,126.970683
NERP 2012,Oceanic Shoals,3,WP88,88,261865,174.5767,3H,168.8433,WP88,Suzie,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,2,No,8007,303657,5.34,202.44,197.1,202.43,-11.43825,126.987383
NERP 2012,Oceanic Shoals,3,WP88,88,28472,18.9813,3H,13.248,WP88,Suzie,Carangidae,Seriolina,nigrofasciata,,Seriolina nigrofasciata,Blackbanded trevally,37337014,1,No,8007,303657,5.34,202.44,197.1,202.43,-11.43825,126.987383
NERP 2012,Oceanic Shoals,3,WP88,88,97924,65.2827,3H,59.5493,WP88,Suzie,Monacanthidae,Aluterus,monoceros,,Aluterus monoceros,Unicorn leatherjacket,37465022,1,No,8007,303657,5.34,202.44,197.1,202.43,-11.43825,126.987383
NERP 2012,Oceanic Shoals,3,WP89,89,45713,30.4753,3H,27.2247,WP89,Suzie,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,3,No,4276,329187,2.85,219.46,216.61,219.47,-11.42955,126.9952
NERP 2012,Oceanic Shoals,3,WP89,89,312304,208.2027,3H+,NA,WP89,Suzie,Monacanthidae,Aluterus,monoceros,,Aluterus monoceros,Unicorn leatherjacket,37465022,4,No,4276,329187,2.85,219.46,216.61,219.47,-11.42955,126.9952
NERP 2012,Oceanic Shoals,3,WP90,90,75217,50.1447,3H,47.1013,WP90,Suzie,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,3,No,3453,309972,2.3,206.65,204.35,206.65,-11.423616,126.98565
NERP 2012,Oceanic Shoals,3,WP90,90,278915,185.9433,3H+,NA,WP90,Suzie,Carangidae,Seriolina,nigrofasciata,,Seriolina nigrofasciata,Blackbanded trevally,37337014,2,No,3453,309972,2.3,206.65,204.35,206.65,-11.423616,126.98565
NERP 2012,Oceanic Shoals,3,WP90,90,151073,100.7153,3H,97.672,WP90,Suzie,Monacanthidae,,sp1,sp,Monacanthidae sp,Leatherjackets,,1,No,3453,309972,2.3,206.65,204.35,206.65,-11.423616,126.98565
NERP 2012,Oceanic Shoals,3,WP90,90,256754,171.1693,3H,168.126,WP90,Suzie,Monacanthidae,Aluterus,monoceros,,Aluterus monoceros,Unicorn leatherjacket,37465022,2,No,3453,309972,2.3,206.65,204.35,206.65,-11.423616,126.98565
NERP 2012,Oceanic Shoals,3,WP90,90,103481,68.9873,3H,65.944,WP90,Suzie,Monacanthidae,Paramonacanthus,filicauda,,Paramonacanthus filicauda,Threadfin leatherjacket,37465024,2,No,3453,309972,2.3,206.65,204.35,206.65,-11.423616,126.98565
NERP 2012,Oceanic Shoals,3,WP90,90,130839,87.226,3H,84.1827,WP90,Suzie,Sphyrnidae,Sphyrna,lewini,,Sphyrna lewini,Scalloped hammerhead,37019001,1,No,3453,309972,2.3,206.65,204.35,206.65,-11.423616,126.98565
NERP 2012,Oceanic Shoals,3,WP91,91,35273,23.5153,3H,22.322,WP91,Lu,Carangidae,,sp3,sp,Carangidae sp,Jacks and trevallies,,1,No,1374,309770,0.92,206.51,205.6,206.52,-11.413849,126.996416
NERP 2012,Oceanic Shoals,3,WP91,91,36449,24.2993,3H,23.106,WP91,Lu,Carangidae,Alectis,ciliaris,,Alectis ciliaris,African pompano,37337018,1,No,1374,309770,0.92,206.51,205.6,206.52,-11.413849,126.996416
NERP 2012,Oceanic Shoals,3,WP91,91,174583,116.3887,3H,115.1953,WP91,Lu,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,11,No,1374,309770,0.92,206.51,205.6,206.52,-11.413849,126.996416
NERP 2012,Oceanic Shoals,3,WP91,91,156659,104.4393,3H,103.246,WP91,Lu,Monacanthidae,Aluterus,monoceros,,Aluterus monoceros,Unicorn leatherjacket,37465022,5,No,1374,309770,0.92,206.51,205.6,206.52,-11.413849,126.996416
NERP 2012,Oceanic Shoals,3,WP92,92,152271,101.514,3H,99.5133,WP92,Lloyd,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,14,No,1488,306657,0.99,204.44,203.45,204.43,-11.411833,126.986183
NERP 2012,Oceanic Shoals,3,WP92,92,142542,95.028,3H,93.0273,WP92,Lloyd,Carcharhinidae,Carcharhinus,limbatus/sorrah/amblyrhynchoides,,Carcharhinus limbatus/sorrah/amblyrhynchoides,Blacktip/spottail/graceful complex,37018039,1,No,1488,306657,0.99,204.44,203.45,204.43,-11.411833,126.986183
NERP 2012,Oceanic Shoals,3,WP92,92,141857,94.5713,3H,92.5707,WP92,Lloyd,Monacanthidae,Aluterus,monoceros,,Aluterus monoceros,Unicorn leatherjacket,37465022,2,No,1488,306657,0.99,204.44,203.45,204.43,-11.411833,126.986183
NERP 2012,Oceanic Shoals,3,WP92,92,12715,8.4767,3H,6.476,WP92,Lloyd,Monacanthidae,Paramonacanthus,filicauda,,Paramonacanthus filicauda,Threadfin leatherjacket,37465024,1,No,1488,306657,0.99,204.44,203.45,204.43,-11.411833,126.986183
NERP 2012,Oceanic Shoals,3,WP93,93,145518,97.012,3H,94.678,WP93,Lloyd,Carangidae,Alectis,ciliaris,,Alectis ciliaris,African pompano,37337018,1,No,1934,302407,1.29,201.6,200.32,201.6,-11.417716,126.980083
NERP 2012,Oceanic Shoals,3,WP93,93,288855,192.57,3H+,NA,WP93,Lloyd,Carangidae,Atule,mate,,Atule mate,Yellowtail scad,37337024,1,No,1934,302407,1.29,201.6,200.32,201.6,-11.417716,126.980083
NERP 2012,Oceanic Shoals,3,WP93,93,125155,83.4367,3H,81.1027,WP93,Lloyd,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,8,No,1934,302407,1.29,201.6,200.32,201.6,-11.417716,126.980083
NERP 2012,Oceanic Shoals,3,WP93,93,83714,55.8093,3H,53.4753,WP93,Lloyd,Carcharhinidae,Carcharhinus,limbatus/sorrah/amblyrhynchoides,,Carcharhinus limbatus/sorrah/amblyrhynchoides,Blacktip/spottail/graceful complex,37018039,1,No,1934,302407,1.29,201.6,200.32,201.6,-11.417716,126.980083
NERP 2012,Oceanic Shoals,3,WP93,93,81591,54.394,3H,52.06,WP93,Lloyd,Carcharhinidae,Carcharhinus,sp1,sp,Carcharhinus sp,Requiem sharks,,1,No,1934,302407,1.29,201.6,200.32,201.6,-11.417716,126.980083
NERP 2012,Oceanic Shoals,3,WP93,93,224676,149.784,3H,147.45,WP93,Lloyd,Istiophoridae,Istiompax,indica,,Istiompax indica,Black Marlin,37444006,1,No,1934,302407,1.29,201.6,200.32,201.6,-11.417716,126.980083
NERP 2012,Oceanic Shoals,3,WP93,93,244871,163.2473,3H,160.9133,WP93,Lloyd,Monacanthidae,,sp1,sp,Monacanthidae sp,Leatherjackets,,2,No,1934,302407,1.29,201.6,200.32,201.6,-11.417716,126.980083
