Project,Location,Grid,Waypoint,Site,Frame,Time,Period,Ptime,OpCode,Reader,Family,Genus,Species,Species_sp,Full_name,Common_name,Code,MaxN,Has_fed,Frame_in,Frame_out,Start,End,Duration,Movie,Lat,Lon
NERP 2012,Oceanic Shoals,3,WP93,93,29595,19.73,3H,17.396,WP93,Lloyd,Monacanthidae,Aluterus,monoceros,,Aluterus monoceros,Unicorn leatherjacket,37465022,1,No,1934,302407,1.29,201.6,200.32,201.6,-11.417716,126.980083
NERP 2012,Oceanic Shoals,3,WP93,93,262042,174.6947,3H,172.3607,WP93,Lloyd,Monacanthidae,Paramonacanthus,filicauda,,Paramonacanthus filicauda,Threadfin leatherjacket,37465024,2,No,1934,302407,1.29,201.6,200.32,201.6,-11.417716,126.980083
NERP 2012,Oceanic Shoals,3,WP94,94,77358,51.572,3H,47.9047,WP94,Lloyd,Carangidae,,sp3,sp,Carangidae sp,Jacks and trevallies,,1,No,6376,311967,4.25,207.98,203.73,207.98,-11.4259,126.971866
NERP 2012,Oceanic Shoals,3,WP94,94,135719,90.4793,3H,86.812,WP94,Lloyd,Carangidae,Carangoides,sp1,sp,Carangoides sp,Jacks,,1,No,6376,311967,4.25,207.98,203.73,207.98,-11.4259,126.971866
NERP 2012,Oceanic Shoals,3,WP94,94,83917,55.9447,3H,52.2773,WP94,Lloyd,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,3,No,6376,311967,4.25,207.98,203.73,207.98,-11.4259,126.971866
NERP 2012,Oceanic Shoals,3,WP94,94,26359,17.5727,3H,13.9053,WP94,Lloyd,Monacanthidae,,sp1,sp,Monacanthidae sp,Leatherjackets,,1,No,6376,311967,4.25,207.98,203.73,207.98,-11.4259,126.971866
NERP 2012,Oceanic Shoals,3,WP94,94,259849,173.2327,3H,169.5653,WP94,Lloyd,Monacanthidae,Aluterus,monoceros,,Aluterus monoceros,Unicorn leatherjacket,37465022,3,No,6376,311967,4.25,207.98,203.73,207.98,-11.4259,126.971866
NERP 2012,Oceanic Shoals,3,WP94,94,235686,157.124,3H,153.4567,WP94,Lloyd,Monacanthidae,Paramonacanthus,filicauda,,Paramonacanthus filicauda,Threadfin leatherjacket,37465024,1,No,6376,311967,4.25,207.98,203.73,207.98,-11.4259,126.971866
NERP 2012,Oceanic Shoals,3,WP95,95,93280,62.1867,3H,59.186,WP95,Lloyd,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,6,No,3717,316392,2.48,210.93,208.45,210.93,-11.416449,126.962733
NERP 2012,Oceanic Shoals,3,WP95,95,108689,72.4593,3H,69.4587,WP95,Lloyd,Carcharhinidae,Carcharhinus,sp1,sp,Carcharhinus sp,Requiem sharks,,1,No,3717,316392,2.48,210.93,208.45,210.93,-11.416449,126.962733
NERP 2012,Oceanic Shoals,3,WP95,95,97377,64.918,3H,61.9173,WP95,Lloyd,Echeneidae,Echeneis,naucrates,,Echeneis naucrates,Sharksucker,37336001,1,Yes,3717,316392,2.48,210.93,208.45,210.93,-11.416449,126.962733
NERP 2012,Oceanic Shoals,3,WP95,95,141211,94.1407,3H,91.14,WP95,Lloyd,Monacanthidae,Paramonacanthus,filicauda,,Paramonacanthus filicauda,Threadfin leatherjacket,37465024,1,No,3717,316392,2.48,210.93,208.45,210.93,-11.416449,126.962733
NERP 2012,Oceanic Shoals,3,WP96,96,278115,185.41,3H+,NA,WP96,Lloyd,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,11,No,2717,287790,1.81,191.86,190.05,191.87,-11.409383,126.96525
NERP 2012,Oceanic Shoals,3,WP96,96,194847,129.898,3H,126.2307,WP96,Lloyd,Monacanthidae,,sp1,sp,Monacanthidae sp,Leatherjackets,,1,No,2717,287790,1.81,191.86,190.05,191.87,-11.409383,126.96525
NERP 2012,Oceanic Shoals,3,WP96,96,158701,105.8007,3H,102.1333,WP96,Lloyd,Monacanthidae,Paramonacanthus,filicauda,,Paramonacanthus filicauda,Threadfin leatherjacket,37465024,1,No,2717,287790,1.81,191.86,190.05,191.87,-11.409383,126.96525
NERP 2012,Oceanic Shoals,3,WP97,97,206321,137.5473,3H,133.88,WP97,Lloyd,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,8,No,3259,300898,2.17,200.6,198.43,200.6,-11.402049,126.971633
NERP 2012,Oceanic Shoals,3,WP97,97,219287,146.1913,3H,142.524,WP97,Lloyd,Monacanthidae,Paramonacanthus,filicauda,,Paramonacanthus filicauda,Threadfin leatherjacket,37465024,4,No,3259,300898,2.17,200.6,198.43,200.6,-11.402049,126.971633
NERP 2012,Oceanic Shoals,3,WP98,98,160945,107.2967,3H,106.1907,WP98,Phil,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,33,No,1017,300932,0.68,200.62,199.94,200.62,-11.395883,126.973783
NERP 2012,Oceanic Shoals,3,WP98,98,232358,154.9053,3H,153.7993,WP98,Phil,Monacanthidae,,sp1,sp,Monacanthidae sp,Leatherjackets,,6,No,1017,300932,0.68,200.62,199.94,200.62,-11.395883,126.973783
NERP 2012,Oceanic Shoals,3,WP98,98,230089,153.3927,3H,152.2867,WP98,Phil,Monacanthidae,Aluterus,monoceros,,Aluterus monoceros,Unicorn leatherjacket,37465022,1,No,1017,300932,0.68,200.62,199.94,200.62,-11.395883,126.973783
NERP 2012,Oceanic Shoals,3,WP98,98,82846,55.2307,3H,54.1247,WP98,Phil,Monacanthidae,Paramonacanthus,filicauda,,Paramonacanthus filicauda,Threadfin leatherjacket,37465024,2,No,1017,300932,0.68,200.62,199.94,200.62,-11.395883,126.973783
NERP 2012,Oceanic Shoals,3,WP99,99,108852,72.568,3H,66.5787,WP99,Phil,Carangidae,,sp3,sp,Carangidae sp,Jacks and trevallies,,2,No,8112,294507,5.41,196.34,190.93,196.33,-11.397183,126.989166
NERP 2012,Oceanic Shoals,3,WP99,99,110022,73.348,3H,67.3587,WP99,Phil,Carangidae,Atule,mate,,Atule mate,Yellowtail scad,37337024,2,No,8112,294507,5.41,196.34,190.93,196.33,-11.397183,126.989166
NERP 2012,Oceanic Shoals,3,WP99,99,278144,185.4293,3H,179.44,WP99,Phil,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,67,No,8112,294507,5.41,196.34,190.93,196.33,-11.397183,126.989166
NERP 2012,Oceanic Shoals,3,WP99,99,154132,102.7547,3H,96.7653,WP99,Phil,Monacanthidae,,sp1,sp,Monacanthidae sp,Leatherjackets,,2,No,8112,294507,5.41,196.34,190.93,196.33,-11.397183,126.989166
NERP 2012,Oceanic Shoals,3,WP99,99,73544,49.0293,3H,43.04,WP99,Phil,Monacanthidae,Paramonacanthus,filicauda,,Paramonacanthus filicauda,Threadfin leatherjacket,37465024,1,No,8112,294507,5.41,196.34,190.93,196.33,-11.397183,126.989166
NERP 2012,Oceanic Shoals,3,WP100,100,200809,133.8727,3H,131.5467,WP100,Phil,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,21,No,2619,320277,1.75,213.52,211.77,213.52,-11.402416,126.995833
NERP 2012,Oceanic Shoals,3,WP100,100,79944,53.296,3H,50.97,WP100,Phil,Cheloniidae,Lepidochelys,olivacea,,Lepidochelys olivacea,Olive ridley turtle,1014,1,No,2619,320277,1.75,213.52,211.77,213.52,-11.402416,126.995833
NERP 2012,Oceanic Shoals,3,WP100,100,200683,133.7887,3H,131.4627,WP100,Phil,Monacanthidae,,sp1,sp,Monacanthidae sp,Leatherjackets,,1,No,2619,320277,1.75,213.52,211.77,213.52,-11.402416,126.995833
NERP 2012,Oceanic Shoals,3,WP100,100,204371,136.2473,3H,133.9213,WP100,Phil,Monacanthidae,Paramonacanthus,filicauda,,Paramonacanthus filicauda,Threadfin leatherjacket,37465024,5,Yes,2619,320277,1.75,213.52,211.77,213.52,-11.402416,126.995833
NERP 2012,Oceanic Shoals,3,WP101,101,125438,83.6253,3H,82.3573,WP101,Phil,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,3,No,1230,298323,0.82,198.88,198.06,198.88,-11.416749,126.90805
NERP 2012,Oceanic Shoals,3,WP101,101,269254,179.5027,3H,178.2347,WP101,Phil,Carcharhinidae,Carcharhinus,sp1,sp,Carcharhinus sp,Requiem sharks,,1,No,1230,298323,0.82,198.88,198.06,198.88,-11.416749,126.90805
NERP 2012,Oceanic Shoals,3,WP101,101,117675,78.45,3H,77.182,WP101,Phil,Istiophoridae,Istiompax,indica,,Istiompax indica,Black Marlin,37444006,1,No,1230,298323,0.82,198.88,198.06,198.88,-11.416749,126.90805
NERP 2012,Oceanic Shoals,3,WP101,101,163693,109.1287,3H,107.8607,WP101,Phil,Monacanthidae,,sp1,sp,Monacanthidae sp,Leatherjackets,,1,No,1230,298323,0.82,198.88,198.06,198.88,-11.416749,126.90805
NERP 2012,Oceanic Shoals,3,WP102,102,226634,151.0893,3H,147.9727,WP102,Phil,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,17,No,3788,320727,2.53,213.82,211.29,213.82,-11.403533,126.9079
NERP 2012,Oceanic Shoals,3,WP102,102,315823,210.5487,3H+,NA,WP102,Phil,Carangidae,Seriolina,nigrofasciata,,Seriolina nigrofasciata,Blackbanded trevally,37337014,2,No,3788,320727,2.53,213.82,211.29,213.82,-11.403533,126.9079
NERP 2012,Oceanic Shoals,3,WP102,102,270301,180.2007,3H,177.084,WP102,Phil,Monacanthidae,Aluterus,monoceros,,Aluterus monoceros,Unicorn leatherjacket,37465022,1,No,3788,320727,2.53,213.82,211.29,213.82,-11.403533,126.9079
NERP 2012,Oceanic Shoals,3,WP103,103,142871,95.2473,3H,93.386,WP103,Phil,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,4,No,1880,296570,1.25,197.71,196.46,197.72,-11.39535,126.90865
NERP 2012,Oceanic Shoals,3,WP103,103,275560,183.7067,3H+,NA,WP103,Phil,Carangidae,Seriolina,nigrofasciata,,Seriolina nigrofasciata,Blackbanded trevally,37337014,2,No,1880,296570,1.25,197.71,196.46,197.72,-11.39535,126.90865
NERP 2012,Oceanic Shoals,3,WP103,103,143041,95.3607,3H,93.4993,WP103,Phil,Echeneidae,Echeneis,naucrates,,Echeneis naucrates,Sharksucker,37336001,2,Yes,1880,296570,1.25,197.71,196.46,197.72,-11.39535,126.90865
NERP 2012,Oceanic Shoals,3,WP103,103,247520,165.0133,3H,163.152,WP103,Phil,Monacanthidae,Aluterus,monoceros,,Aluterus monoceros,Unicorn leatherjacket,37465022,2,No,1880,296570,1.25,197.71,196.46,197.72,-11.39535,126.90865
NERP 2012,Oceanic Shoals,3,WP103,103,61737,41.158,3H,39.2967,WP103,Phil,Sphyrnidae,Sphyrna,lewini,,Sphyrna lewini,Scalloped hammerhead,37019001,1,No,1880,296570,1.25,197.71,196.46,197.72,-11.39535,126.90865
NERP 2012,Oceanic Shoals,3,WP104,104,177803,118.5353,3H,116.1787,WP104,Phil,Carangidae,,sp5,sp,Carangidae sp,Jacks and trevallies,,1,No,3053,298601,2.04,199.07,197.03,199.07,-11.392916,126.9189
NERP 2012,Oceanic Shoals,3,WP104,104,283199,188.7993,3H+,NA,WP104,Phil,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,1,No,3053,298601,2.04,199.07,197.03,199.07,-11.392916,126.9189
NERP 2012,Oceanic Shoals,3,WP104,104,283017,188.678,3H+,NA,WP104,Phil,Carcharhinidae,Carcharhinus,limbatus/sorrah/amblyrhynchoides,,Carcharhinus limbatus/sorrah/amblyrhynchoides,Blacktip/spottail/graceful complex,37018039,1,No,3053,298601,2.04,199.07,197.03,199.07,-11.392916,126.9189
NERP 2012,Oceanic Shoals,3,WP104,104,155899,103.9327,3H,101.576,WP104,Phil,Monacanthidae,Aluterus,monoceros,,Aluterus monoceros,Unicorn leatherjacket,37465022,3,No,3053,298601,2.04,199.07,197.03,199.07,-11.392916,126.9189
NERP 2012,Oceanic Shoals,3,WP104,104,84697,56.4647,3H,54.108,WP104,Phil,Sphyrnidae,Sphyrna,lewini,,Sphyrna lewini,Scalloped hammerhead,37019001,1,No,3053,298601,2.04,199.07,197.03,199.07,-11.392916,126.9189
NERP 2012,Oceanic Shoals,3,WP105,105,102891,68.594,3H,64.0507,WP105,Phil,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,1,No,5865,314770,3.91,209.85,205.94,209.83,-11.394083,126.9322
NERP 2012,Oceanic Shoals,3,WP105,105,103956,69.304,3H,64.7607,WP105,Phil,Carcharhinidae,Carcharhinus,limbatus/sorrah/amblyrhynchoides,,Carcharhinus limbatus/sorrah/amblyrhynchoides,Blacktip/spottail/graceful complex,37018039,2,No,5865,314770,3.91,209.85,205.94,209.83,-11.394083,126.9322
NERP 2012,Oceanic Shoals,3,WP105,105,177394,118.2627,3H,113.7193,WP105,Phil,Monacanthidae,Aluterus,monoceros,,Aluterus monoceros,Unicorn leatherjacket,37465022,12,No,5865,314770,3.91,209.85,205.94,209.83,-11.394083,126.9322
NERP 2012,Oceanic Shoals,3,WP106,106,263008,175.3387,3H,168.766,WP106,Phil,Carangidae,Carangoides,armatus,,Carangoides armatus,Longfin trevally,99123,1,No,9265,307751,6.18,205.17,198.99,205.17,-11.402216,126.94805
NERP 2012,Oceanic Shoals,3,WP106,106,108678,72.452,3H,65.8793,WP106,Phil,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,5,No,9265,307751,6.18,205.17,198.99,205.17,-11.402216,126.94805
NERP 2012,Oceanic Shoals,3,WP106,106,146630,97.7533,3H,91.1807,WP106,Phil,Monacanthidae,Aluterus,monoceros,,Aluterus monoceros,Unicorn leatherjacket,37465022,4,No,9265,307751,6.18,205.17,198.99,205.17,-11.402216,126.94805
NERP 2012,Oceanic Shoals,3,WP106,106,118117,78.7447,3H,72.172,WP106,Phil,Monacanthidae,Paramonacanthus,filicauda,,Paramonacanthus filicauda,Threadfin leatherjacket,37465024,1,No,9265,307751,6.18,205.17,198.99,205.17,-11.402216,126.94805
NERP 2012,Oceanic Shoals,3,WP107,107,86328,57.552,3H,53.722,WP107,Phil,Carangidae,Seriolina,nigrofasciata,,Seriolina nigrofasciata,Blackbanded trevally,37337014,1,No,5261,310676,3.51,207.12,203.61,207.12,-11.412716,126.952633
NERP 2012,Oceanic Shoals,3,WP107,107,206310,137.54,3H,133.71,WP107,Phil,Monacanthidae,Aluterus,monoceros,,Aluterus monoceros,Unicorn leatherjacket,37465022,2,No,5261,310676,3.51,207.12,203.61,207.12,-11.412716,126.952633
NERP 2012,Oceanic Shoals,3,WP108,108,287206,191.4707,3H+,NA,WP108,Phil,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,69,No,578,301256,0.39,200.84,200.45,200.83,-11.4248,126.934383
NERP 2012,Oceanic Shoals,3,WP108,108,90086,60.0573,3H,59.3313,WP108,Phil,Carcharhinidae,Carcharhinus,limbatus/sorrah/amblyrhynchoides,,Carcharhinus limbatus/sorrah/amblyrhynchoides,Blacktip/spottail/graceful complex,37018039,4,Yes,578,301256,0.39,200.84,200.45,200.83,-11.4248,126.934383
NERP 2012,Oceanic Shoals,3,WP108,108,294354,196.236,3H+,NA,WP108,Phil,Scombridae,Scomberomorus,commerson/semifasciatus,,Scomberomorus commerson/semifasciatus,Narrow/broad-barred Spanish mackerel,37441007,3,No,578,301256,0.39,200.84,200.45,200.83,-11.4248,126.934383
NERP 2012,Oceanic Shoals,3,WP109,109,262704,175.136,3H,169.748,WP109,Phil,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,19,No,7056,304871,4.7,203.25,198.54,203.25,-11.412049,126.923483
NERP 2012,Oceanic Shoals,3,WP109,109,66529,44.3527,3H,38.9647,WP109,Phil,Carcharhinidae,Carcharhinus,limbatus/sorrah/amblyrhynchoides,,Carcharhinus limbatus/sorrah/amblyrhynchoides,Blacktip/spottail/graceful complex,37018039,1,No,7056,304871,4.7,203.25,198.54,203.25,-11.412049,126.923483
NERP 2012,Oceanic Shoals,3,WP109,109,112090,74.7267,3H,69.3387,WP109,Phil,Monacanthidae,Aluterus,monoceros,,Aluterus monoceros,Unicorn leatherjacket,37465022,1,No,7056,304871,4.7,203.25,198.54,203.25,-11.412049,126.923483
NERP 2012,Oceanic Shoals,3,WP110,110,219721,146.4807,3H,145.144,WP110,Phil,Carangidae,Carangoides,armatus,,Carangoides armatus,Longfin trevally,99123,2,No,958,299390,0.64,199.59,198.95,199.58,-11.407966,126.925916
NERP 2012,Oceanic Shoals,3,WP110,110,157486,104.9907,3H,103.654,WP110,Phil,Carangidae,Decapterus,sp1,sp,Decapterus sp,Scads,,4,No,958,299390,0.64,199.59,198.95,199.58,-11.407966,126.925916
NERP 2012,Oceanic Shoals,3,WP110,110,33268,22.1787,3H,20.842,WP110,Phil,Carcharhinidae,Carcharhinus,limbatus/sorrah/amblyrhynchoides,,Carcharhinus limbatus/sorrah/amblyrhynchoides,Blacktip/spottail/graceful complex,37018039,1,No,958,299390,0.64,199.59,198.95,199.58,-11.407966,126.925916
NERP 2012,Oceanic Shoals,3,WP110,110,292453,194.9687,3H+,NA,WP110,Phil,Monacanthidae,Aluterus,monoceros,,Aluterus monoceros,Unicorn leatherjacket,37465022,3,No,958,299390,0.64,199.59,198.95,199.58,-11.407966,126.925916
NERP 2012,Oceanic Shoals,3,WP110,110,291851,194.5673,3H+,NA,WP110,Phil,Scombridae,Scomberomorus,commerson/semifasciatus,,Scomberomorus commerson/semifasciatus,Narrow/broad-barred Spanish mackerel,37441007,1,No,958,299390,0.64,199.59,198.95,199.58,-11.407966,126.925916
